Code,SampleDate,N,PMMoV,CaseCount,PopulationSize,Flow,OneVaxCount,FullVaxCount,CaseCount_Lag1,CaseCount_Lag2,CaseCount_Lead1,CaseCount_Lead2,N_Lag1,N_Lag2,PMMoV_Lag1,PMMoV_Lag2,Flow_Lag1,Flow_Lag2
EP,6/19/2022,1.200130919,46831252.93,0.002091646,113786,5.194285714,0.895531964,0.857565957,0.00184557,0.002575009,0.002328933,0.001907089,0.974321247,1.487493894,83175361.07,139498307.1,5.17625,5.155555556
EP,6/26/2022,0.920942278,37998362.12,0.002328933,113786,5.037142857,0.898256376,0.858058109,0.002091646,0.00184557,0.001907089,0.00184557,1.200130919,0.974321247,46831252.93,83175361.07,5.194285714,5.17625
EP,7/3/2022,0.516055919,93736849580,0.001907089,113786,4.992857143,0.900515002,0.858471165,0.002328933,0.002091646,0.00184557,0.001792839,0.920942278,1.200130919,37998362.12,46831252.93,5.037142857,5.194285714
EP,7/10/2022,0.869538912,82228828980,0.00184557,113786,5.128571429,0.902193591,0.859086355,0.001907089,0.002328933,0.001792839,0.002047704,0.516055919,0.920942278,93736849580,37998362.12,4.992857143,5.037142857
EP,7/17/2022,0.983829053,1.61E+11,0.001792839,113786,5.138571429,0.903810662,0.859710333,0.00184557,0.001907089,0.002047704,0.001924666,0.869538912,0.516055919,82228828980,93736849580,5.128571429,4.992857143
EP,7/24/2022,1.086549946,89293598600,0.002047704,113786,5.041428571,0.905111349,0.860184909,0.001792839,0.00184557,0.001924666,0.00217953,0.983829053,0.869538912,1.61E+11,82228828980,5.138571429,5.128571429
EP,7/31/2022,0.969596788,1.32E+11,0.001924666,113786,5.142857143,0.906491132,0.860615541,0.002047704,0.001792839,0.00217953,0.001634647,1.086549946,0.983829053,89293598600,1.61E+11,5.041428571,5.138571429
EP,8/7/2022,0.650961634,87689142960,0.00217953,113786,5.118571429,0.907914858,0.861151636,0.001924666,0.002047704,0.001634647,0.001502821,0.969596788,1.086549946,1.32E+11,89293598600,5.142857143,5.041428571
EP,8/14/2022,0.981479392,65844275545,0.001634647,113786,5.182857143,0.909154026,0.861731672,0.00217953,0.001924666,0.001502821,0.001458879,0.650961634,0.969596788,87689142960,1.32E+11,5.118571429,5.142857143
EP,8/21/2022,0.760299395,1.11E+11,0.001502821,113786,5.23,0.910648059,0.862311708,0.001634647,0.00217953,0.001458879,0.00128311,0.981479392,0.650961634,65844275545,87689142960,5.182857143,5.118571429
EP,8/28/2022,0.555105837,72538488220,0.001458879,113786,5.288571429,0.911939957,0.862751129,0.001502821,0.001634647,0.00128311,0.001661013,0.760299395,0.981479392,1.11E+11,65844275545,5.23,5.182857143
EP,9/4/2022,0.410789066,1.61E+11,0.00128311,113786,5.154285714,0.912511205,0.863172974,0.001458879,0.001502821,0.001661013,0.001344629,0.555105837,0.760299395,72538488220,1.11E+11,5.288571429,5.23
EP,9/11/2022,0.345211477,1.61E+11,0.001661013,113786,5.114285714,0.91326701,0.864069393,0.00128311,0.001458879,0.001344629,0.001072188,0.410789066,0.555105837,1.61E+11,72538488220,5.154285714,5.288571429
EP,9/18/2022,0.521518469,35905919728,0.001344629,113786,5.084285714,0.914128276,0.865053697,0.001661013,0.00128311,0.001072188,0.00089642,0.345211477,0.410789066,1.61E+11,1.61E+11,5.114285714,5.154285714
EP,9/25/2022,0.48599455,92452939131,0.001072188,113786,5.082857143,0.914822562,0.865950117,0.001344629,0.001661013,0.00089642,0.000887631,0.521518469,0.345211477,35905919728,1.61E+11,5.084285714,5.114285714
EP,10/2/2022,0.441792462,1.56E+11,0.00089642,113786,5.067142857,0.915499271,0.866951998,0.001072188,0.001344629,0.000887631,0.000887631,0.48599455,0.521518469,92452939131,35905919728,5.082857143,5.084285714
EP,10/9/2022,0.273387445,84638299147,0.000887631,113786,5.08,0.916044153,0.867725379,0.00089642,0.001072188,0.000887631,0.000720651,0.441792462,0.48599455,1.56E+11,92452939131,5.067142857,5.082857143
EP,10/16/2022,0.368381576,66979496242,0.000887631,113786,5.04,0.91672965,0.868402088,0.000887631,0.00089642,0.000720651,5.27E-05,0.273387445,0.441792462,84638299147,1.56E+11,5.08,5.067142857
ER,4/24/2022,0.024882275,1450100.045,0.001583102,94119,1.178,0.655074958,0.627078486,0.00100936,0.000637491,0.002050596,0.001816849,0.14759485,0.071130051,1450100.045,1450100.045,1.233,1.262
ER,5/1/2022,0.18858085,9864562.581,0.002050596,94119,1.4265,0.655478702,0.627439731,0.001583102,0.00100936,0.001816849,0.001806224,0.024882275,0.14759485,1450100.045,1450100.045,1.178,1.233
ER,5/8/2022,0.489795141,1450100.045,0.001816849,94119,1.393,0.656063069,0.627960348,0.002050596,0.001583102,0.001806224,0.001784974,0.18858085,0.024882275,9864562.581,1450100.045,1.4265,1.178
ER,5/15/2022,0.347645117,52738181.03,0.001806224,94119,1.3845,0.656615561,0.62855534,0.001816849,0.002050596,0.001784974,0.001519353,0.489795141,0.18858085,1450100.045,9864562.581,1.393,1.4265
ER,5/22/2022,0.935740586,178958483.5,0.001784974,94119,1.312,0.657242427,0.629118456,0.001806224,0.001816849,0.001519353,0.0017531,0.347645117,0.489795141,52738181.03,1450100.045,1.3845,1.393
ER,5/29/2022,0.42138868,106083954,0.001519353,94119,1.41,0.657720545,0.629766572,0.001784974,0.001806224,0.0017531,0.001540603,0.935740586,0.347645117,178958483.5,52738181.03,1.312,1.3845
ER,6/5/2022,0.304330847,87127723.29,0.0017531,94119,1.412,0.658113665,0.63026594,0.001519353,0.001784974,0.001540603,0.001498103,0.42138868,0.935740586,106083954,178958483.5,1.41,1.312
ER,6/12/2022,0.241779205,289395601,0.001540603,94119,1.299,0.658474909,0.630701559,0.0017531,0.001519353,0.001498103,0.001625602,0.304330847,0.42138868,87127723.29,106083954,1.412,1.41
ER,6/19/2022,0.358891927,39355939.68,0.001498103,94119,1.302,0.658953028,0.631105303,0.001540603,0.0017531,0.001625602,0.001274982,0.241779205,0.304330847,289395601,87127723.29,1.299,1.412
ER,6/26/2022,0.138125358,5399072507,0.001625602,94119,1.2505,0.660153635,0.631434673,0.001498103,0.001540603,0.001274982,0.001391855,0.358891927,0.241779205,39355939.68,289395601,1.302,1.299
ER,7/3/2022,0.359805305,24279564251,0.001274982,94119,1.301,0.661354243,0.631870292,0.001625602,0.001498103,0.001391855,0.001614977,0.138125358,0.358891927,5399072507,39355939.68,1.2505,1.302
ER,7/10/2022,0.263323977,34482839748,0.001391855,94119,1.337,0.662395478,0.632210287,0.001274982,0.001625602,0.001614977,0.001795599,0.359805305,0.138125358,24279564251,5399072507,1.301,1.2505
ER,7/17/2022,0.521976008,1.61E+11,0.001614977,94119,1.391,0.663309215,0.632539657,0.001391855,0.001274982,0.001795599,0.001721225,0.263323977,0.359805305,34482839748,24279564251,1.337,1.301
ER,7/24/2022,0.192322968,10675290825,0.001795599,94119,1.313,0.664222952,0.632975276,0.001614977,0.001391855,0.001721225,0.001997471,0.521976008,0.263323977,1.61E+11,34482839748,1.391,1.337
ER,7/31/2022,0.236631973,18040303008,0.001721225,94119,1.395,0.664987941,0.633495893,0.001795599,0.001614977,0.001997471,0.001816849,0.192322968,0.521976008,10675290825,1.61E+11,1.313,1.391
ER,8/7/2022,0.02798037,10173294280,0.001997471,94119,1.243,0.665667931,0.633878388,0.001721225,0.001795599,0.001816849,0.001604352,0.236631973,0.192322968,18040303008,10675290825,1.395,1.313
ER,8/14/2022,0.240196817,39120939124,0.001816849,94119,1.274,0.666624167,0.634292757,0.001997471,0.001721225,0.001604352,0.00107311,0.02798037,0.236631973,10173294280,18040303008,1.243,1.395
ER,8/21/2022,0.342793226,39455298554,0.001604352,94119,1.287,0.667389156,0.634569003,0.001816849,0.001997471,0.00107311,0.000945611,0.240196817,0.02798037,39120939124,10173294280,1.274,1.243
ER,8/28/2022,0.112614717,38961587024,0.00107311,94119,1.3565,0.668047897,0.634940873,0.001604352,0.001816849,0.000945611,0.001158108,0.342793226,0.240196817,39455298554,39120939124,1.287,1.274
ER,9/11/2022,0.147775139,88782312242,0.000945611,94119,1.2545,0.668919134,0.635642113,0.00107311,0.001604352,0.001158108,0.001168733,0.112614717,0.342793226,38961587024,39455298554,1.3565,1.287
ER,9/18/2022,0.21196726,41813205699,0.001158108,94119,1.3885,0.669386628,0.636109606,0.000945611,0.00107311,0.001168733,0.001126234,0.147775139,0.112614717,88782312242,38961587024,1.2545,1.3565
ER,9/25/2022,0.195698837,30015135406,0.001168733,94119,1.3555,0.669832871,0.636523975,0.001158108,0.000945611,0.001126234,0.001147484,0.21196726,0.147775139,41813205699,88782312242,1.3885,1.2545
ER,10/2/2022,0.137565218,93828974192,0.001126234,94119,1.338,0.67026849,0.636895845,0.001168733,0.001158108,0.001147484,0.000966861,0.195698837,0.21196726,30015135406,41813205699,1.3555,1.3885
ER,10/9/2022,0.291029205,27632246772,0.001147484,94119,1.2735,0.670746608,0.637363338,0.001126234,0.001168733,0.000966861,0.00100936,0.137565218,0.195698837,93828974192,30015135406,1.338,1.3555
FF,4/24/2022,1.465486355,1450100.045,0.001063886,18799,1.928,0.555029523,0.52013405,0.00037236,0.000638332,0.00074472,0.001808607,0.017250289,0.1182636,1450100.045,1450100.045,1.7725,1.928
FF,5/1/2022,0.442240325,103767004.4,0.00074472,18799,2.5895,0.555295494,0.520453216,0.001063886,0.00037236,0.001808607,0.001223469,1.465486355,0.017250289,1450100.045,1450100.045,1.928,1.7725
FF,5/8/2022,0.120620283,1450100.045,0.001808607,18799,2.1395,0.555827438,0.521357519,0.00074472,0.001063886,0.001223469,0.001223469,0.442240325,1.465486355,103767004.4,1450100.045,2.5895,1.928
FF,5/15/2022,0.954950069,55751615.65,0.001223469,18799,1.9285,0.556146604,0.521410713,0.001808607,0.00074472,0.001223469,0.000585138,0.120620283,0.442240325,1450100.045,103767004.4,2.1395,2.5895
FF,5/22/2022,2.257796784,82123781.56,0.001223469,18799,1.8075,0.556518964,0.521729879,0.001223469,0.001808607,0.000585138,0.000797915,0.954950069,0.120620283,55751615.65,1450100.045,1.9285,2.1395
FF,5/29/2022,0.743023017,33420174.86,0.000585138,18799,2.5985,0.55683813,0.522049045,0.001223469,0.001223469,0.000797915,0.001436247,2.257796784,0.954950069,82123781.56,55751615.65,1.8075,1.9285
FF,6/5/2022,0.52517822,28444152.02,0.000797915,18799,1.792,0.55758285,0.522527794,0.000585138,0.001223469,0.001436247,0.000797915,0.743023017,2.257796784,33420174.86,82123781.56,2.5985,1.8075
FF,6/12/2022,1.354928936,15321123.63,0.001436247,18799,1.7605,0.558008405,0.522793766,0.000797915,0.000585138,0.000797915,0.001329858,0.52517822,0.743023017,28444152.02,33420174.86,1.792,2.5985
FF,6/19/2022,1.041933084,24757304.21,0.000797915,18799,1.6955,0.558433959,0.522953349,0.001436247,0.000797915,0.001329858,0.000691526,1.354928936,0.52517822,15321123.63,28444152.02,1.7605,1.792
FF,6/26/2022,0.822346301,11928677065,0.001329858,18799,1.603,0.558912708,0.523272514,0.000797915,0.001436247,0.000691526,0.002021384,1.041933084,1.354928936,24757304.21,15321123.63,1.6955,1.7605
FF,7/3/2022,0.958903074,28181174606,0.000691526,18799,1.6375,0.559497846,0.523698069,0.001329858,0.000797915,0.002021384,0.002074578,0.822346301,1.041933084,11928677065,24757304.21,1.603,1.6955
FF,7/10/2022,1.874276165,20306742148,0.002021384,18799,1.48445,0.559976594,0.524230012,0.000691526,0.001329858,0.002074578,0.003776797,0.958903074,0.822346301,28181174606,11928677065,1.6375,1.603
FF,7/17/2022,1.961256642,1.61E+11,0.002074578,18799,1.499,0.560987287,0.524761955,0.002021384,0.000691526,0.003776797,0.002180967,1.874276165,0.958903074,20306742148,28181174606,1.48445,1.6375
FF,7/24/2022,2.442939558,15366727080,0.003776797,18799,1.385,0.561785201,0.525293899,0.002074578,0.002021384,0.002180967,0.002287356,1.961256642,1.874276165,1.61E+11,20306742148,1.499,1.48445
FF,7/31/2022,3.954588324,64001988754,0.002180967,18799,1.42,0.561944784,0.525666259,0.003776797,0.002074578,0.002287356,0.001755413,2.442939558,1.961256642,15366727080,1.61E+11,1.385,1.499
FF,8/7/2022,2.970179481,54086357680,0.002287356,18799,1.334,0.562157562,0.525879036,0.002180967,0.003776797,0.001755413,0.001542635,3.954588324,2.442939558,64001988754,15366727080,1.42,1.385
FF,8/14/2022,2.31084881,29519741177,0.001755413,18799,1.315,0.562476727,0.526304591,0.002287356,0.002180967,0.001542635,0.001436247,2.970179481,3.954588324,54086357680,64001988754,1.334,1.42
FF,8/21/2022,0.056294728,9068142832,0.001542635,18799,1.377,0.562902282,0.52678334,0.001755413,0.002287356,0.001436247,0.001436247,2.31084881,2.970179481,29519741177,54086357680,1.315,1.334
FF,8/28/2022,1.443112293,59551586840,0.001436247,18799,1.322,0.563168254,0.526942922,0.001542635,0.001755413,0.001436247,0.000797915,0.056294728,2.31084881,9068142832,29519741177,1.377,1.315
FF,9/4/2022,1.408419838,43672399860,0.001436247,18799,1.298,0.563327837,0.527102505,0.001436247,0.001542635,0.000797915,0.000478749,1.443112293,0.056294728,59551586840,9068142832,1.322,1.377
FF,9/11/2022,1.69725565,38979030032,0.000797915,18799,1.302,0.563806585,0.527208894,0.001436247,0.001436247,0.000478749,0.000957498,1.408419838,1.443112293,43672399860,59551586840,1.298,1.322
FF,9/18/2022,0.896734356,34084816557,0.000478749,18799,1.2545,0.563912974,0.527421671,0.000797915,0.001436247,0.000957498,0.000638332,1.69725565,1.408419838,38979030032,43672399860,1.302,1.298
FF,9/25/2022,0.464603169,57703937020,0.000957498,18799,1.238,0.564178946,0.52752806,0.000478749,0.000797915,0.000638332,0.000851109,0.896734356,1.69725565,34084816557,38979030032,1.2545,1.302
FF,10/9/2022,0.220484654,21242496649,0.000638332,18799,1.3335,0.565030055,0.528219586,0.000957498,0.000478749,0.000851109,0.001170275,0.464603169,0.896734356,57703937020,34084816557,1.238,1.2545
GC,4/24/2022,2.720198357,12010816.89,0.001328502,8280,0.912,0.57173913,0.546256039,0.000724638,0.000241546,0.001932367,0.002777778,0.223569751,0.025841287,7694606.459,4683965.918,0.753,0.917
GC,5/1/2022,0.045293379,5356756.49,0.001932367,8280,1.201,0.572101449,0.546980676,0.001328502,0.000724638,0.002777778,0.001328502,2.720198357,0.223569751,12010816.89,7694606.459,0.912,0.753
GC,5/8/2022,2.650689609,7165018.37,0.002777778,8280,1.013,0.573067633,0.547463768,0.001932367,0.001328502,0.001328502,0.001811594,0.045293379,2.720198357,5356756.49,12010816.89,1.201,0.912
GC,5/15/2022,3.469314784,64067891.02,0.001328502,8280,0.9885,0.573309179,0.547826087,0.002777778,0.001932367,0.001811594,0.001570048,2.650689609,0.045293379,7165018.37,5356756.49,1.013,1.201
GC,5/22/2022,0.499272623,33344010.55,0.001811594,8280,0.769,0.573671498,0.548550725,0.001328502,0.002777778,0.001570048,0.001932367,3.469314784,2.650689609,64067891.02,7165018.37,0.9885,1.013
GC,5/29/2022,3.365247542,135021568.2,0.001570048,8280,0.804,0.574275362,0.548671498,0.001811594,0.001328502,0.001932367,0.000845411,0.499272623,3.469314784,33344010.55,64067891.02,0.769,0.9885
GC,6/5/2022,0.025600459,22423069.94,0.001932367,8280,0.666,0.574879227,0.549637681,0.001570048,0.001811594,0.000845411,0.001449275,3.365247542,0.499272623,135021568.2,33344010.55,0.804,0.769
GC,6/12/2022,1.049411174,8638171.752,0.000845411,8280,0.5685,0.575,0.55,0.001932367,0.001570048,0.001449275,0.002536232,0.025600459,3.365247542,22423069.94,135021568.2,0.666,0.804
GC,6/19/2022,1.77865282,150478294.1,0.001449275,8280,0.571,0.575241546,0.550241546,0.000845411,0.001932367,0.002536232,0.003140097,1.049411174,0.025600459,8638171.752,22423069.94,0.5685,0.666
GL,4/24/2022,5.924128918,1450100.045,0.000538213,5574,0.358,0.534983854,0.512020093,0.000717618,0.000179404,0.000897022,0.000538213,3.608553556,0.812321863,1450100.045,1450100.045,0.356,0.368
GL,5/1/2022,10.4869145,6171930.41,0.000897022,5574,0.387,0.535522067,0.512737711,0.000538213,0.000717618,0.000538213,0.002691066,5.924128918,3.608553556,1450100.045,1450100.045,0.358,0.356
GL,5/8/2022,1.370343693,70548566.86,0.000538213,5574,1.006,0.535880875,0.513275924,0.000897022,0.000538213,0.002691066,0.002152853,10.4869145,5.924128918,6171930.41,1450100.045,0.387,0.358
GL,5/15/2022,2.979553778,34939669.61,0.002691066,5574,0.7275,0.536419089,0.513814137,0.000538213,0.000897022,0.002152853,0.000717618,1.370343693,10.4869145,70548566.86,6171930.41,1.006,0.387
GL,5/22/2022,4.024396954,88831167.96,0.002152853,5574,0.6205,0.536777897,0.514531755,0.002691066,0.000538213,0.000717618,0.000897022,2.979553778,1.370343693,34939669.61,70548566.86,0.7275,1.006
GL,5/29/2022,5.314919412,175975110,0.000717618,5574,0.6275,0.537495515,0.515249372,0.002152853,0.002691066,0.000897022,0.000897022,4.024396954,2.979553778,88831167.96,34939669.61,0.6205,0.7275
GL,6/5/2022,3.705871377,77781494.42,0.000897022,5574,0.507,0.537674919,0.515608181,0.000717618,0.002152853,0.000897022,0.002511661,5.314919412,4.024396954,175975110,88831167.96,0.6275,0.6205
GL,6/19/2022,6.297492555,90675901.06,0.000897022,5574,0.519,0.538033728,0.51596699,0.000897022,0.000717618,0.002511661,0.001435235,3.705871377,5.314919412,77781494.42,175975110,0.507,0.6275
GL,6/26/2022,8.139987325,63130780949,0.002511661,5574,0.422,0.538033728,0.516146394,0.000897022,0.000897022,0.001435235,0.001435235,6.297492555,3.705871377,90675901.06,77781494.42,0.519,0.507
GL,7/10/2022,5.841235588,44077757526,0.001435235,5574,0.4465,0.539110154,0.516684607,0.002511661,0.000897022,0.001435235,0.000897022,8.139987325,6.297492555,63130780949,90675901.06,0.422,0.519
GL,7/17/2022,4.520207646,1.61E+11,0.001435235,5574,0.401,0.539648367,0.517043416,0.001435235,0.002511661,0.000897022,0.000717618,5.841235588,8.139987325,44077757526,63130780949,0.4465,0.422
GL,7/24/2022,7.058098355,36180826328,0.000897022,5574,0.4175,0.540186581,0.51722282,0.001435235,0.001435235,0.000717618,0.001794044,4.520207646,5.841235588,1.61E+11,44077757526,0.401,0.4465
GL,7/31/2022,4.126430042,32564274390,0.000717618,5574,0.407,0.540545389,0.517581629,0.000897022,0.001435235,0.001794044,0.001614639,7.058098355,4.520207646,36180826328,1.61E+11,0.4175,0.401
GL,8/7/2022,6.227852019,71954832920,0.001794044,5574,0.445,0.540904198,0.517761033,0.000717618,0.000897022,0.001614639,0.001076426,4.126430042,7.058098355,32564274390,36180826328,0.407,0.4175
GL,8/14/2022,2.823440383,48657811658,0.001614639,5574,0.398,0.541083602,0.517761033,0.001794044,0.000717618,0.001076426,0.002511661,6.227852019,4.126430042,71954832920,32564274390,0.445,0.407
GL,8/28/2022,4.245740649,50893086500,0.001076426,5574,2.2055,0.541442411,0.517940438,0.001614639,0.001794044,0.002511661,0.001076426,2.823440383,6.227852019,48657811658,71954832920,0.398,0.445
GL,9/4/2022,1.514215338,1.03E+11,0.002511661,5574,0.458,0.541442411,0.517940438,0.001076426,0.001614639,0.001076426,0.001076426,4.245740649,2.823440383,50893086500,48657811658,2.2055,0.398
GL,9/11/2022,3.147147922,37910302386,0.001076426,5574,0.356,0.541442411,0.517940438,0.002511661,0.001076426,0.001076426,0.001435235,1.514215338,4.245740649,1.03E+11,50893086500,0.458,2.2055
GL,9/18/2022,3.825920613,30207286670,0.001076426,5574,0.301,0.541442411,0.518119842,0.001076426,0.002511661,0.001435235,0.000538213,3.147147922,1.514215338,37910302386,1.03E+11,0.356,0.458
GL,9/25/2022,6.020986683,57514583789,0.001435235,5574,0.374,0.54180122,0.518119842,0.001076426,0.001076426,0.000538213,0.000717618,3.825920613,3.147147922,30207286670,37910302386,0.301,0.356
GL,10/2/2022,4.548934879,94801658179,0.000538213,5574,0.3685,0.541980624,0.518119842,0.001435235,0.001076426,0.000717618,0.000538213,6.020986683,3.825920613,57514583789,30207286670,0.374,0.301
GL,10/9/2022,1.876468935,34177125134,0.000717618,5574,0.3375,0.541980624,0.518478651,0.000538213,0.001435235,0.000538213,0.000538213,4.548934879,6.020986683,94801658179,57514583789,0.3685,0.374
HS,4/24/2022,1.618082322,1450100.045,0.001232224,30027,1.39,0.660139208,0.633429913,0.000666067,0.000566157,0.002630965,0.002031505,1.656978161,0.481822964,1450100.045,1450100.045,1.415,1.435
HS,5/1/2022,2.516084911,1849747.328,0.002630965,30027,1.42,0.660438938,0.634029374,0.001232224,0.000666067,0.002031505,0.001531955,1.618082322,1.656978161,1450100.045,1450100.045,1.39,1.415
HS,5/8/2022,2.009759419,1526638.424,0.002031505,30027,1.57,0.660538848,0.634262497,0.002630965,0.001232224,0.001531955,0.001631865,2.516084911,1.618082322,1849747.328,1450100.045,1.42,1.39
HS,5/15/2022,1.738420754,104383549.2,0.001531955,30027,1.485,0.661171612,0.634762047,0.002031505,0.002630965,0.001631865,0.001598561,2.009759419,2.516084911,1526638.424,1849747.328,1.57,1.42
HS,5/22/2022,2.62783676,72242714.95,0.001631865,30027,1.45,0.661504646,0.635194991,0.001531955,0.002031505,0.001598561,0.001398741,1.738420754,2.009759419,104383549.2,1526638.424,1.485,1.57
HS,5/29/2022,1.31014974,146782577.1,0.001598561,30027,1.508333333,0.661737769,0.635394811,0.001631865,0.001531955,0.001398741,0.000865887,2.62783676,1.738420754,72242714.95,104383549.2,1.45,1.485
HS,6/5/2022,1.661516156,71461251.61,0.001398741,30027,1.461111111,0.662104106,0.635927665,0.001598561,0.001631865,0.000865887,0.001132314,1.31014974,2.62783676,146782577.1,72242714.95,1.508333333,1.45
HS,6/12/2022,0.756090909,57794071.36,0.000865887,30027,1.385,0.662403837,0.636327305,0.001398741,0.001598561,0.001132314,0.001065708,1.661516156,1.31014974,71461251.61,146782577.1,1.461111111,1.508333333
HS,6/19/2022,2.721861891,58536938.08,0.001132314,30027,1.454285714,0.66293669,0.636593732,0.000865887,0.001398741,0.001065708,0.001298831,0.756090909,1.661516156,57794071.36,71461251.61,1.385,1.461111111
HS,6/26/2022,1.019886394,41311253.68,0.001065708,30027,1.392857143,0.664035701,0.637093283,0.001132314,0.000865887,0.001298831,0.001165618,2.721861891,0.756090909,58536938.08,57794071.36,1.454285714,1.385
HS,7/3/2022,1.996131517,54680148060,0.001298831,30027,1.445714286,0.664601858,0.63735971,0.001065708,0.001132314,0.001165618,0.001265528,1.019886394,2.721861891,41311253.68,58536938.08,1.392857143,1.454285714
HS,7/10/2022,1.629817959,73483639920,0.001165618,30027,1.457142857,0.665501049,0.637792653,0.001298831,0.001065708,0.001265528,0.001465348,1.996131517,1.019886394,54680148060,41311253.68,1.445714286,1.392857143
HS,7/17/2022,1.639180355,1.61E+11,0.001265528,30027,1.474285714,0.666067206,0.637925867,0.001165618,0.001298831,0.001465348,0.000999101,1.629817959,1.996131517,73483639920,54680148060,1.457142857,1.445714286
HS,7/24/2022,1.554678127,77397594160,0.001465348,30027,1.441428571,0.666966397,0.63815899,0.001265528,0.001165618,0.000999101,0.001298831,1.639180355,1.629817959,1.61E+11,73483639920,1.474285714,1.457142857
HS,7/31/2022,1.11786647,40548380643,0.000999101,30027,1.451428571,0.667432644,0.638425417,0.001465348,0.001265528,0.001298831,0.001398741,1.554678127,1.639180355,77397594160,1.61E+11,1.441428571,1.474285714
HS,8/7/2022,1.595959807,1.19E+11,0.001298831,30027,1.381428571,0.668265228,0.638791754,0.000999101,0.001465348,0.001398741,0.000932494,1.11786647,1.554678127,40548380643,77397594160,1.451428571,1.441428571
HS,8/14/2022,1.229339264,55710171108,0.001398741,30027,1.397142857,0.669031205,0.638991574,0.001298831,0.000999101,0.000932494,0.001232224,1.595959807,1.11786647,1.19E+11,40548380643,1.381428571,1.451428571
HS,8/21/2022,0.991550335,81731896020,0.000932494,30027,1.438571429,0.669797183,0.639491125,0.001398741,0.001298831,0.001232224,0.000932494,1.229339264,1.595959807,55710171108,1.19E+11,1.397142857,1.381428571
HS,8/28/2022,0.667264914,50203665520,0.001232224,30027,1.454285714,0.670496553,0.639724248,0.000932494,0.001398741,0.000932494,0.001198921,0.991550335,1.229339264,81731896020,55710171108,1.438571429,1.397142857
HS,9/4/2022,0.551870338,99305201360,0.000932494,30027,1.408571429,0.670796283,0.640123889,0.001232224,0.000932494,0.001198921,0.000632764,0.667264914,0.991550335,50203665520,81731896020,1.454285714,1.438571429
HS,9/11/2022,0.866457874,1.61E+11,0.001198921,30027,1.391428571,0.671528957,0.640523529,0.000932494,0.001232224,0.000632764,0.001165618,0.551870338,0.667264914,99305201360,50203665520,1.408571429,1.454285714
HS,9/18/2022,1.364561456,41020336456,0.000632764,30027,1.385714286,0.671828688,0.640889866,0.001198921,0.000932494,0.001165618,0.001998202,0.866457874,0.551870338,1.61E+11,99305201360,1.391428571,1.408571429
HS,9/25/2022,0.555971657,96891539351,0.001165618,30027,1.371428571,0.672328238,0.641189596,0.000632764,0.001198921,0.001998202,0.001631865,1.364561456,0.866457874,41020336456,1.61E+11,1.385714286,1.391428571
HS,10/2/2022,1.266280773,1.61E+11,0.001998202,30027,1.387142857,0.672761182,0.641689146,0.001165618,0.000632764,0.001631865,0.000932494,0.555971657,1.364561456,96891539351,41020336456,1.371428571,1.385714286
HS,10/9/2022,0.394066839,59365185518,0.001631865,30027,1.365714286,0.672927698,0.641789057,0.001998202,0.001165618,0.000932494,0.000632764,1.266280773,0.555971657,1.61E+11,96891539351,1.387142857,1.371428571
HS,10/16/2022,1.426227447,92434069401,0.000932494,30027,1.344285714,0.673460552,0.642088787,0.001631865,0.001998202,0.000632764,6.66E-05,0.394066839,1.266280773,59365185518,1.61E+11,1.365714286,1.387142857
HT,5/1/2022,1.058915711,114966896,0.001626563,17829,2.83,0.631779685,0.605698581,0.000841326,0.000504796,0.002299624,0.003084862,0.404716804,0.322605631,4866700.531,2649242.787,2.28,2.14
HT,5/8/2022,1.090732198,4396375.257,0.002299624,17829,2.45,0.632116215,0.6060912,0.001626563,0.000841326,0.003084862,0.003589657,1.058915711,0.404716804,114966896,4866700.531,2.83,2.28
HT,6/5/2022,1.986707285,63724490.24,0.002523978,17829,2.24,0.63368669,0.607661675,0.003309215,0.003589657,0.001963094,0.002187447,0.846010629,1.604188556,81298999.67,101743912.7,2.42,2.54
HT,6/12/2022,2.768917588,141640556.8,0.001963094,17829,2.33,0.634023221,0.60782994,0.002523978,0.003309215,0.002187447,0.001626563,1.986707285,0.846010629,63724490.24,81298999.67,2.24,2.42
HT,6/19/2022,0.983489952,73832107.52,0.002187447,17829,2.48,0.634303663,0.608054294,0.001963094,0.002523978,0.001626563,0.001177856,2.768917588,1.986707285,141640556.8,63724490.24,2.33,2.24
HT,6/26/2022,0.708071821,24755751.54,0.001626563,17829,2.31,0.634808458,0.608727354,0.002187447,0.001963094,0.001177856,0.001850917,0.983489952,2.768917588,73832107.52,141640556.8,2.48,2.33
HT,7/3/2022,0.670272261,54910109400,0.001177856,17829,2.1,0.63542543,0.609063885,0.001626563,0.002187447,0.001850917,0.001570475,0.708071821,0.983489952,24755751.54,73832107.52,2.31,2.48
HT,7/10/2022,0.757402396,19521667772,0.001850917,17829,2.22,0.636266756,0.60923215,0.001177856,0.001626563,0.001570475,0.001794829,0.670272261,0.708071821,54910109400,24755751.54,2.1,2.31
HT,7/17/2022,1.261186483,1.61E+11,0.001570475,17829,2.32,0.636771552,0.609512592,0.001850917,0.001177856,0.001794829,0.00280442,0.757402396,0.670272261,19521667772,54910109400,2.22,2.1
HT,7/24/2022,1.581408258,67385452720,0.001794829,17829,2.01,0.637220259,0.609849122,0.001570475,0.001850917,0.00280442,0.002860508,1.261186483,0.757402396,1.61E+11,19521667772,2.32,2.22
