Code,SampleDate,N,PMMoV,CaseCount,PopulationSize,Flow,OneVaxCount,FullVaxCount,CaseCount_Lag1,CaseCount_Lag2,CaseCount_Lead1,CaseCount_Lead2,N_Lag1,N_Lag2,PMMoV_Lag1,PMMoV_Lag2,Flow_Lag1,Flow_Lag2
AL,4/24/2022,0.686782935,6730555.262,0.000858902,20957,3.92,0.634203369,0.606575369,0.000954335,0.000620318,0.002338121,0.002099537,0.494869791,0.776682917,29571492.88,6070780.646,2.765,2.59
AL,5/1/2022,0.470231988,50571129302,0.002338121,20957,6.575,0.634966837,0.607338837,0.000858902,0.000954335,0.002099537,0.001288352,0.686782935,0.494869791,6730555.262,29571492.88,3.92,2.765
AL,5/8/2022,1.245393647,9750005.94,0.002099537,20957,4.25,0.635396288,0.607863721,0.002338121,0.000858902,0.001288352,0.001145202,0.470231988,0.686782935,50571129302,6730555.262,6.575,3.92
AL,5/15/2022,1.00472893,53167468.86,0.001288352,20957,3.55,0.635873455,0.608484039,0.002099537,0.002338121,0.001145202,0.001336069,1.245393647,0.470231988,9750005.94,50571129302,4.25,6.575
AL,5/22/2022,1.398611479,89823507.25,0.001145202,20957,3.545,0.636493773,0.609533807,0.001288352,0.002099537,0.001336069,0.001240636,1.00472893,1.245393647,53167468.86,9750005.94,3.55,4.25
AL,5/29/2022,0.748230121,101824959.5,0.001336069,20957,3.345,0.637114091,0.609915541,0.001145202,0.001288352,0.001240636,0.001431503,1.398611479,1.00472893,89823507.25,53167468.86,3.545,3.55
AL,6/5/2022,1.320411659,120386025,0.001240636,20957,3.39,0.637686692,0.610344992,0.001336069,0.001145202,0.001431503,0.000954335,0.748230121,1.398611479,101824959.5,89823507.25,3.345,3.545
AL,6/12/2022,0.40127456,16227635.93,0.001431503,20957,3.12,0.637972992,0.610631293,0.001240636,0.001336069,0.000954335,0.000763468,1.320411659,0.748230121,120386025,101824959.5,3.39,3.345
AL,6/19/2022,0.829404044,47575611.34,0.000954335,20957,3.47,0.638402443,0.610917593,0.001431503,0.001240636,0.000763468,0.001145202,0.40127456,1.320411659,16227635.93,120386025,3.12,3.39
AL,6/26/2022,0.688854723,25463073310,0.000763468,20957,3.005,0.638831894,0.611681061,0.000954335,0.001431503,0.001145202,0.000954335,0.829404044,0.40127456,47575611.34,16227635.93,3.47,3.12
AL,7/3/2022,0.997073498,57639533134,0.001145202,20957,3.59,0.639118194,0.611824211,0.000763468,0.000954335,0.000954335,0.001431503,0.688854723,0.829404044,25463073310,47575611.34,3.005,3.47
AL,7/10/2022,0.589487958,16930132513,0.000954335,20957,3.545,0.639929379,0.612110512,0.001145202,0.000763468,0.001431503,0.002194971,0.997073498,0.688854723,57639533134,25463073310,3.59,3.005
AL,7/17/2022,0.481976963,1.61E+11,0.001431503,20957,3.305,0.640931431,0.612396813,0.000954335,0.001145202,0.002194971,0.002194971,0.589487958,0.997073498,16930132513,57639533134,3.545,3.59
AL,7/24/2022,1.042227791,6949005254,0.002194971,20957,3.2,0.6419812,0.612778547,0.001431503,0.000954335,0.002194971,0.00162237,0.481976963,0.589487958,1.61E+11,16930132513,3.305,3.545
AL,7/31/2022,1.15971897,63388206604,0.002194971,20957,3.38,0.642840101,0.613255714,0.002194971,0.001431503,0.00162237,0.002194971,1.042227791,0.481976963,6949005254,1.61E+11,3.2,3.305
AL,8/7/2022,1.682209466,1.17E+11,0.00162237,20957,2.38,0.643412702,0.613732882,0.002194971,0.002194971,0.002194971,0.003149306,1.15971897,1.042227791,63388206604,6949005254,3.38,3.2
AL,8/14/2022,1.996357734,30223462168,0.002194971,20957,2.265,0.644128454,0.614066899,0.00162237,0.002194971,0.003149306,0.002385838,1.682209466,1.15971897,1.17E+11,63388206604,2.38,3.38
AL,8/21/2022,1.670080693,55441097472,0.003149306,20957,2.12,0.644891922,0.614448633,0.002194971,0.00162237,0.002385838,0.001192919,1.996357734,1.682209466,30223462168,1.17E+11,2.265,2.38
AL,8/28/2022,1.516469491,40577753490,0.002385838,20957,3,0.645225939,0.614734933,0.003149306,0.002194971,0.001192919,0.000477168,1.670080693,1.996357734,55441097472,30223462168,2.12,2.265
AL,9/4/2022,0.731511345,95512745240,0.001192919,20957,2.14,0.645464523,0.6149258,0.002385838,0.003149306,0.000477168,0.000811185,1.516469491,1.670080693,40577753490,55441097472,3,2.12
AL,9/11/2022,0.502525143,85103811698,0.000477168,20957,2.24,0.64579854,0.615212101,0.001192919,0.002385838,0.000811185,0.000715751,0.731511345,1.516469491,95512745240,40577753490,2.14,3
AL,9/18/2022,0.715449574,37011468825,0.000811185,20957,1.98,0.646180274,0.615641552,0.000477168,0.001192919,0.000715751,0.000715751,0.502525143,0.731511345,85103811698,95512745240,2.24,2.14
AL,9/25/2022,0.426225219,64727444684,0.000715751,20957,2.24,0.646562008,0.615832419,0.000811185,0.000477168,0.000715751,0.000811185,0.715449574,0.502525143,37011468825,85103811698,1.98,2.24
AL,10/2/2022,0.429069215,54262743356,0.000715751,20957,2.015,0.646848308,0.615927852,0.000715751,0.000811185,0.000811185,0.001336069,0.426225219,0.715449574,64727444684,37011468825,2.24,1.98
AL,10/9/2022,0.714897547,37838777110,0.000811185,20957,1.885,0.647277759,0.61654817,0.000715751,0.000715751,0.001336069,0.001717803,0.429069215,0.426225219,54262743356,64727444684,2.015,2.24
AX,4/24/2022,0.346392912,6057255.399,0.001245669,25689,2.632,0.619642649,0.5940675,0.00054498,0.001206742,0.001868504,0.003153101,0.471899835,0.322641552,3203623.444,3522572.546,4.01,4.028
AX,5/1/2022,0.37609922,389737457.3,0.001868504,25689,4.602,0.619992993,0.594807116,0.001245669,0.00054498,0.003153101,0.002724902,0.346392912,0.471899835,6057255.399,3203623.444,2.632,4.01
AX,5/8/2022,1.413861143,1964522.509,0.003153101,25689,4.68,0.620615828,0.595352096,0.001868504,0.001245669,0.002724902,0.001829577,0.37609922,0.346392912,389737457.3,6057255.399,4.602,2.632
AX,5/15/2022,0.451566103,19969480.22,0.002724902,25689,5.455,0.621160808,0.595974931,0.003153101,0.001868504,0.001829577,0.002218849,1.413861143,0.37609922,1964522.509,389737457.3,4.68,4.602
AX,5/22/2022,0.401199066,31127287.21,0.001829577,25689,4.756,0.621511153,0.596364203,0.002724902,0.003153101,0.002218849,0.001596014,0.451566103,1.413861143,19969480.22,1964522.509,5.455,4.68
AX,5/29/2022,0.683104556,37062479.25,0.002218849,25689,6.023,0.621744716,0.596753474,0.001829577,0.002724902,0.001596014,0.001557087,0.401199066,0.451566103,31127287.21,19969480.22,4.756,5.455
AX,6/5/2022,2.053321063,73416548.09,0.001596014,25689,4.12,0.622133987,0.597103819,0.002218849,0.001829577,0.001557087,0.001557087,0.683104556,0.401199066,37062479.25,31127287.21,6.023,4.756
AX,6/12/2022,0.228716004,17602645.73,0.001557087,25689,4.255,0.622484332,0.597415236,0.001596014,0.002218849,0.001557087,0.001245669,2.053321063,0.683104556,73416548.09,37062479.25,4.12,6.023
AX,6/19/2022,0.244800071,18181303.63,0.001557087,25689,3.8785,0.622756822,0.597921289,0.001557087,0.001596014,0.001245669,0.000895325,0.228716004,2.053321063,17602645.73,73416548.09,4.255,4.12
AX,6/26/2022,0.546040867,9555833760,0.001245669,25689,3.9025,0.623496438,0.598349488,0.001557087,0.001557087,0.000895325,0.001634941,0.244800071,0.228716004,18181303.63,17602645.73,3.8785,4.255
AX,7/3/2022,1.235384923,43285922421,0.000895325,25689,4.082,0.624469617,0.598621978,0.001245669,0.001557087,0.001634941,0.002491339,0.546040867,0.244800071,9555833760,18181303.63,3.9025,3.8785
AX,7/10/2022,1.487854936,71510366673,0.001634941,25689,3.68,0.624819962,0.598816614,0.000895325,0.001245669,0.002491339,0.001751723,1.235384923,0.546040867,43285922421,9555833760,4.082,3.9025
AX,7/17/2022,0.58742074,1.61E+11,0.002491339,25689,2.4155,0.625520651,0.59928374,0.001634941,0.000895325,0.001751723,0.001907431,1.487854936,1.235384923,71510366673,43285922421,3.68,4.082
AX,7/24/2022,0.50907229,3226477516,0.001751723,25689,3.8605,0.626143486,0.599673012,0.002491339,0.001634941,0.001907431,0.001751723,0.58742074,1.487854936,1.61E+11,71510366673,2.4155,3.68
AX,7/31/2022,0.516658291,28315691277,0.001907431,25689,3.659,0.626532757,0.599906575,0.001751723,0.002491339,0.001751723,0.002452412,0.50907229,0.58742074,3226477516,1.61E+11,3.8605,2.4155
AX,8/7/2022,0.281712111,40758971642,0.001751723,25689,3.609,0.62703881,0.600295846,0.001907431,0.001751723,0.002452412,0.00260812,0.516658291,0.50907229,28315691277,3226477516,3.659,3.8605
AX,8/14/2022,1.493782549,16350163780,0.002452412,25689,3.502,0.627622718,0.600568337,0.001751723,0.001907431,0.00260812,0.001479232,0.281712111,0.516658291,40758971642,28315691277,3.609,3.659
AX,8/21/2022,0.808284357,23993266006,0.00260812,25689,3.6215,0.628362334,0.600918681,0.002452412,0.001751723,0.001479232,0.000973179,1.493782549,0.281712111,16350163780,40758971642,3.502,3.609
AX,8/28/2022,0.313926969,14925557764,0.001479232,25689,3.415,0.628868387,0.600996535,0.00260812,0.002452412,0.000973179,0.001206742,0.808284357,1.493782549,23993266006,16350163780,3.6215,3.502
AX,9/4/2022,0.186098009,29837696332,0.000973179,25689,3.325,0.62937444,0.601191171,0.001479232,0.00260812,0.001206742,0.001089961,0.313926969,0.808284357,14925557764,23993266006,3.415,3.6215
AX,9/11/2022,0.244418036,37897003906,0.001206742,25689,3.365,0.629646931,0.601658297,0.000973179,0.001479232,0.001089961,0.001206742,0.186098009,0.313926969,29837696332,14925557764,3.325,3.415
AX,9/18/2022,0.201224195,15643667513,0.001089961,25689,3.1955,0.630230838,0.602047569,0.001206742,0.000973179,0.001206742,0.001284597,0.244418036,0.186098009,37897003906,29837696332,3.365,3.325
AX,9/25/2022,0.427700708,60854038705,0.001206742,25689,3.005,0.630659037,0.602397914,0.001089961,0.001206742,0.001284597,0.001012106,0.201224195,0.244418036,15643667513,37897003906,3.1955,3.365
AX,10/2/2022,0.796514856,69315089307,0.001284597,25689,3.1315,0.630853673,0.602748258,0.001206742,0.001089961,0.001012106,0.000583908,0.427700708,0.201224195,60854038705,15643667513,3.005,3.1955
AX,10/9/2022,0.289377134,13004859267,0.001012106,25689,3.127,0.63116509,0.603098603,0.001284597,0.001206742,0.000583908,0.001712795,0.796514856,0.427700708,69315089307,60854038705,3.1315,3.005
BI,4/24/2022,0.542722814,1450100.045,0.000824654,32741,1.043,0.595125378,0.560948047,0.000824654,0.00067194,0.000855197,0.001374424,1.44759473,0.227696718,1450100.045,1450100.045,0.84,0.882
BI,5/1/2022,0.185976736,2002384.174,0.000855197,32741,1.074,0.595583519,0.561528359,0.000824654,0.000824654,0.001374424,0.000855197,0.542722814,1.44759473,1450100.045,1450100.045,1.043,0.84
BI,5/8/2022,1.053032378,2700080.137,0.001374424,32741,1.166,0.59604166,0.561864329,0.000855197,0.000824654,0.000855197,0.001130082,0.185976736,0.542722814,2002384.174,1450100.045,1.074,1.043
BI,5/15/2022,1.969668157,197652927.9,0.000855197,32741,1.118,0.596560887,0.562353013,0.001374424,0.000855197,0.001130082,0.001068996,1.053032378,0.185976736,2700080.137,2002384.174,1.166,1.074
BI,5/29/2022,1.815813661,115633371.6,0.001130082,32741,1.036,0.598210195,0.563422009,0.000855197,0.001374424,0.001068996,0.001160624,1.969668157,1.053032378,197652927.9,2700080.137,1.118,1.166
BI,6/5/2022,0.930302984,68913309.13,0.001068996,32741,0.927,0.598668336,0.563788522,0.001130082,0.000855197,0.001160624,0.000977368,1.815813661,1.969668157,115633371.6,197652927.9,1.036,1.118
BI,6/12/2022,3.045779257,451379090,0.001160624,32741,0.91,0.599095935,0.56421612,0.001068996,0.001130082,0.000977368,0.000702483,0.930302984,1.815813661,68913309.13,115633371.6,0.927,1.036
BI,6/26/2022,0.170469992,8856277760,0.000977368,32741,1.037,0.600867414,0.5657738,0.001160624,0.001068996,0.000702483,0.000855197,3.045779257,0.930302984,451379090,68913309.13,0.91,0.927
BI,7/3/2022,0.673953684,23050202949,0.000702483,32741,1.057,0.601508812,0.566048685,0.000977368,0.001160624,0.000855197,0.001435509,0.170469992,3.045779257,8856277760,451379090,1.037,0.91
BI,7/10/2022,0.553400847,46165655640,0.000855197,32741,0.977,0.602791607,0.566751168,0.000702483,0.000977368,0.001435509,0.001466052,0.673953684,0.170469992,23050202949,8856277760,1.057,1.037
BI,7/17/2022,0.734000269,1.61E+11,0.001435509,32741,0.954,0.603585718,0.567392566,0.000855197,0.000702483,0.001466052,0.001832565,0.553400847,0.673953684,46165655640,23050202949,0.977,1.057
BI,7/24/2022,0.485202654,14668111580,0.001466052,32741,1.009,0.604440915,0.56788125,0.001435509,0.000855197,0.001832565,0.001496594,0.734000269,0.553400847,1.61E+11,46165655640,0.954,0.977
BI,7/31/2022,4.536728655,3185974580,0.001832565,32741,0.92,0.604899056,0.568339391,0.001466052,0.001435509,0.001496594,0.001649308,0.485202654,0.734000269,14668111580,1.61E+11,1.009,0.954
BI,8/14/2022,1.701374897,45538212560,0.001496594,32741,0.99,0.606029138,0.569133502,0.001832565,0.001466052,0.001649308,0.001435509,4.536728655,0.485202654,3185974580,14668111580,0.92,1.009
BI,8/21/2022,1.582589598,10736249440,0.001649308,32741,0.951,0.606456736,0.569591644,0.001496594,0.001832565,0.001435509,0.00088574,1.701374897,4.536728655,45538212560,3185974580,0.99,0.92
BI,8/28/2022,0.578501801,47238114240,0.001435509,32741,0.992,0.606823249,0.570141413,0.001649308,0.001496594,0.00088574,0.001007911,1.582589598,1.701374897,10736249440,45538212560,0.951,0.99
BI,9/4/2022,0.497968448,98197604360,0.00088574,32741,1.022,0.607220305,0.57044684,0.001435509,0.001649308,0.001007911,0.001160624,0.578501801,1.582589598,47238114240,10736249440,0.992,0.951
BL,4/24/2022,0.427570511,2208312.424,0.002808968,397299,26.605,0.812848761,0.773253897,0.00180972,0.001369246,0.003302299,0.003372775,0.056826336,0.053495153,2046369.915,2015924.151,26.335,26.46
BL,5/1/2022,0.125448546,2523255.574,0.003302299,397299,27.39,0.813488078,0.77396369,0.002808968,0.00180972,0.003372775,0.002675567,0.427570511,0.056826336,2208312.424,2046369.915,26.605,26.335
BL,5/8/2022,0.219235254,6128317.344,0.003372775,397299,30.3,0.814180252,0.774766612,0.003302299,0.002808968,0.002675567,0.002506928,0.125448546,0.427570511,2523255.574,2208312.424,27.39,26.605
BL,5/15/2022,0.108561257,118540069.6,0.002675567,397299,27.575,0.814849773,0.775494023,0.003372775,0.003302299,0.002506928,0.002041284,0.219235254,0.125448546,6128317.344,2523255.574,30.3,27.39
BL,5/22/2022,0.179032604,108412521,0.002506928,397299,26.6,0.815466437,0.776264224,0.002675567,0.003372775,0.002041284,0.002129379,0.108561257,0.219235254,118540069.6,6128317.344,27.575,30.3
BL,5/29/2022,0.23006868,168346696.1,0.002041284,397299,26.37333333,0.815995006,0.776750004,0.002506928,0.002675567,0.002129379,0.002038767,0.179032604,0.108561257,108412521,118540069.6,26.6,27.575
BL,6/5/2022,0.105646775,112312139.2,0.002129379,397299,25.65111111,0.81668718,0.77743211,0.002041284,0.002506928,0.002038767,0.001882713,0.23006868,0.179032604,168346696.1,108412521,26.37333333,26.6
BL,6/12/2022,0.156985047,65444269.29,0.002038767,397299,25.17333333,0.817240919,0.778011019,0.002129379,0.002041284,0.001882713,0.00211176,0.105646775,0.23006868,112312139.2,168346696.1,25.65111111,26.37333333
BL,6/19/2022,0.111776688,65735479.58,0.001882713,397299,25.02857143,0.818250235,0.77865537,0.002038767,0.002129379,0.00211176,0.001774482,0.156985047,0.105646775,65444269.29,112312139.2,25.17333333,25.65111111
BL,6/26/2022,0.096501799,11379193955,0.00211176,397299,24.23142857,0.82075968,0.779095845,0.001882713,0.002038767,0.001774482,0.001698972,0.111776688,0.156985047,65735479.58,65444269.29,25.02857143,25.17333333
BL,7/3/2022,0.10384757,29604644870,0.001774482,397299,23.9,0.822949466,0.77949353,0.00211176,0.001882713,0.001698972,0.001698972,0.096501799,0.111776688,11379193955,65735479.58,24.23142857,25.02857143
BL,7/10/2022,0.115478711,60313608440,0.001698972,397299,24.31285714,0.82471388,0.779999446,0.001774482,0.00211176,0.001698972,0.001797135,0.10384757,0.096501799,29604644870,11379193955,23.9,24.23142857
BL,7/17/2022,0.075520635,1.61E+11,0.001698972,397299,24.13571429,0.826287003,0.780487743,0.001698972,0.001774482,0.001797135,0.001698972,0.115478711,0.10384757,60313608440,29604644870,24.31285714,23.9
BL,7/24/2022,0.101994287,90549819680,0.001797135,397299,23.41714286,0.827530399,0.780940803,0.001698972,0.001698972,0.001698972,0.001600809,0.075520635,0.115478711,1.61E+11,60313608440,24.13571429,24.31285714
BL,7/31/2022,0.100740208,27430366185,0.001698972,397299,23.82,0.828605156,0.781293182,0.001797135,0.001698972,0.001600809,0.001542919,0.101994287,0.075520635,90549819680,1.61E+11,23.41714286,24.13571429
BL,8/7/2022,0.072916313,62871732600,0.001600809,397299,24.18285714,0.829702567,0.78178903,0.001698972,0.001797135,0.001542919,0.001371763,0.100740208,0.101994287,27430366185,90549819680,23.82,23.41714286
BL,8/14/2022,0.10621185,21173400991,0.001542919,397299,24,0.83069678,0.782219437,0.001600809,0.001698972,0.001371763,0.001125097,0.072916313,0.100740208,62871732600,27430366185,24.18285714,23.82
BL,8/21/2022,0.085364614,72174371920,0.001371763,397299,23.59428571,0.831623035,0.782659911,0.001542919,0.001600809,0.001125097,0.001016866,0.10621185,0.072916313,21173400991,62871732600,24,24.18285714
BL,8/28/2022,0.05610034,59454185940,0.001125097,397299,23.83142857,0.832551806,0.782997189,0.001371763,0.001542919,0.001016866,0.001069723,0.085364614,0.10621185,72174371920,21173400991,23.59428571,24
BL,9/4/2022,0.025447558,58937554732,0.001016866,397299,23.02428571,0.833153368,0.783407459,0.001125097,0.001371763,0.001069723,0.000956458,0.05610034,0.085364614,59454185940,72174371920,23.83142857,23.59428571
BL,9/11/2022,0.049356689,1.26E+11,0.001069723,397299,23.01285714,0.833948739,0.783993919,0.001016866,0.001125097,0.000956458,0.000868364,0.025447558,0.05610034,58937554732,59454185940,23.02428571,23.83142857
BL,9/18/2022,0.047161531,29901252944,0.000956458,397299,22.71,0.834766763,0.784650855,0.001069723,0.001016866,0.000868364,0.000880949,0.049356689,0.025447558,1.26E+11,58937554732,23.01285714,23.02428571
BL,9/25/2022,0.046607126,82817555381,0.000868364,397299,22.54857143,0.835350706,0.785302757,0.000956458,0.001069723,0.000880949,0.000860813,0.047161531,0.049356689,29901252944,1.26E+11,22.71,23.01285714
BL,10/2/2022,0.064811138,1.04E+11,0.000880949,397299,22.39,0.835927098,0.785826292,0.000868364,0.000956458,0.000860813,0.000651902,0.046607126,0.047161531,82817555381,29901252944,22.54857143,22.71
BL,10/9/2022,0.044360022,50103628943,0.000860813,397299,22.46857143,0.836531177,0.786377514,0.000880949,0.000868364,0.000651902,0.000591494,0.064811138,0.046607126,1.04E+11,82817555381,22.39,22.54857143
BL,10/16/2022,0.039963672,36315014943,0.000651902,397299,21.77142857,0.837132739,0.78683309,0.000860813,0.000880949,0.000591494,7.05E-05,0.044360022,0.064811138,50103628943,1.04E+11,22.46857143,22.39
BP,4/24/2022,0.749610556,1450100.045,0.000835887,3589,0.38,0.568682084,0.548620786,0.001114517,0.000278629,0.000835887,0.002229033,3.365198197,2.117116899,1450100.045,1450100.045,0.356,0.291
BP,5/1/2022,2.898069379,1450100.045,0.000835887,3589,0.535,0.568682084,0.548620786,0.000835887,0.001114517,0.002229033,0.001114517,0.749610556,3.365198197,1450100.045,1450100.045,0.38,0.356
BP,5/8/2022,14.06358241,1749432.03,0.002229033,3589,0.42,0.568960713,0.549178044,0.000835887,0.000835887,0.001114517,0.000278629,2.898069379,0.749610556,1450100.045,1450100.045,0.535,0.38
BP,5/15/2022,1.752589685,48753965.06,0.001114517,3589,0.414,0.568960713,0.549735302,0.002229033,0.000835887,0.000278629,0.000557258,14.06358241,2.898069379,1749432.03,1450100.045,0.42,0.535
BP,5/22/2022,1.819448107,19568791.34,0.000278629,3589,0.488,0.568960713,0.550013931,0.001114517,0.002229033,0.000557258,0.000835887,1.752589685,14.06358241,48753965.06,1749432.03,0.414,0.42
BP,5/29/2022,4.50880645,31238999.79,0.000557258,3589,0.39,0.569239342,0.550292561,0.000278629,0.001114517,0.000835887,0.000278629,1.819448107,1.752589685,19568791.34,48753965.06,0.488,0.414
BP,6/5/2022,0.391400034,1450100.045,0.000835887,3589,0.378,0.569239342,0.55057119,0.000557258,0.000278629,0.000278629,0.000835887,4.50880645,1.819448107,31238999.79,19568791.34,0.39,0.488
BP,6/19/2022,3.015047841,9423885.355,0.000278629,3589,0.375,0.569796601,0.551128448,0.000835887,0.000557258,0.000835887,0.002507662,0.391400034,4.50880645,1450100.045,31238999.79,0.378,0.39
BP,7/3/2022,0.354309924,6304069516,0.000835887,3589,0.312,0.57007523,0.551407077,0.000278629,0.000835887,0.002507662,0.000278629,3.015047841,0.391400034,9423885.355,1450100.045,0.375,0.378
BP,7/10/2022,1.399934199,1.61E+11,0.002507662,3589,0.301,0.570353859,0.551685706,0.000835887,0.000278629,0.000278629,0.001114517,0.354309924,3.015047841,6304069516,9423885.355,0.312,0.375
BP,8/21/2022,1.939888203,15009621240,0.000278629,3589,0.362,0.575926442,0.553357481,0.002507662,0.000835887,0.001114517,0.000278629,1.399934199,0.354309924,1.61E+11,6304069516,0.301,0.312
BP,8/28/2022,1.060221339,11484086388,0.001114517,3589,0.378,0.576762329,0.553914739,0.000278629,0.002507662,0.000278629,0.000278629,1.939888203,1.399934199,15009621240,1.61E+11,0.362,0.301
CB,4/24/2022,1.51561955,3408581.037,0.001352309,15529,0.734,0.559147402,0.532938373,0.000965935,0.000579561,0.001996265,0.00251143,0.545652162,0.153540761,2044164.403,7097934.048,0.73,0.731
CB,5/1/2022,0.753024121,874850292.2,0.001996265,15529,0.7935,0.559598171,0.53358233,0.001352309,0.000965935,0.00251143,0.002447035,1.51561955,0.545652162,3408581.037,2044164.403,0.734,0.73
CB,5/8/2022,3.48011137,1450100.045,0.00251143,15529,0.609,0.560113336,0.534226286,0.001996265,0.001352309,0.002447035,0.001545496,0.753024121,1.51561955,874850292.2,3408581.037,0.7935,0.734
CB,5/15/2022,3.367302368,89250533.27,0.002447035,15529,0.543,0.560821688,0.534805847,0.00251143,0.001996265,0.001545496,0.0014811,3.48011137,0.753024121,1450100.045,874850292.2,0.609,0.7935
CB,5/22/2022,0.010953786,1618217.498,0.001545496,15529,0.665,0.561014875,0.535449804,0.002447035,0.00251143,0.0014811,0.001223517,3.367302368,3.48011137,89250533.27,1450100.045,0.543,0.609
CB,5/29/2022,0.050697144,3991969.485,0.0014811,15529,0.6745,0.561594436,0.535900573,0.001545496,0.002447035,0.001223517,0.001352309,0.010953786,3.367302368,1618217.498,89250533.27,0.665,0.543
CB,6/5/2022,1.593753917,25396630.14,0.001223517,15529,0.7245,0.56198081,0.536222551,0.0014811,0.001545496,0.001352309,0.001159122,0.050697144,0.010953786,3991969.485,1618217.498,0.6745,0.665
CB,6/19/2022,2.093661259,25975262.46,0.001352309,15529,0.6515,0.563204327,0.537381673,0.001223517,0.0014811,0.001159122,0.001159122,1.593753917,0.050697144,25396630.14,3991969.485,0.7245,0.6745
CB,6/26/2022,1.769144933,51920149368,0.001159122,15529,0.5975,0.564299053,0.537768047,0.001352309,0.001223517,0.001159122,0.001545496,2.093661259,1.593753917,25975262.46,25396630.14,0.6515,0.7245
CB,7/3/2022,0.624782987,10424117242,0.001159122,15529,0.69,0.564556636,0.538025629,0.001159122,0.001352309,0.001545496,0.00103033,1.769144933,2.093661259,51920149368,25975262.46,0.5975,0.6515
CB,7/10/2022,2.663786526,12439476501,0.001545496,15529,0.6915,0.565200592,0.538154421,0.001159122,0.001159122,0.00103033,0.0014811,0.624782987,1.769144933,10424117242,51920149368,0.69,0.5975
CB,7/17/2022,1.689628025,1.61E+11,0.00103033,15529,0.653,0.565651362,0.53905596,0.001545496,0.001159122,0.0014811,0.001609891,2.663786526,0.624782987,12439476501,10424117242,0.6915,0.69
CB,7/24/2022,0.821446863,14126127212,0.0014811,15529,0.717,0.566166527,0.539377938,0.00103033,0.001545496,0.001609891,0.001223517,1.689628025,2.663786526,1.61E+11,12439476501,0.653,0.6915
CB,7/31/2022,0.757788424,62288622248,0.001609891,15529,0.6495,0.566681692,0.539764312,0.0014811,0.00103033,0.001223517,0.000643956,0.821446863,1.689628025,14126127212,1.61E+11,0.717,0.653
CB,8/7/2022,0.762005298,87042869360,0.001223517,15529,0.7405,0.567003671,0.539893103,0.001609891,0.0014811,0.000643956,0.000579561,0.757788424,0.821446863,62288622248,14126127212,0.6495,0.717
CB,8/14/2022,0.678353886,26466375317,0.000643956,15529,0.7215,0.567712023,0.540279477,0.001223517,0.001609891,0.000579561,0.001223517,0.762005298,0.757788424,87042869360,62288622248,0.7405,0.6495
CB,8/21/2022,1.001891121,75148502280,0.000579561,15529,0.621,0.568355979,0.54053706,0.000643956,0.001223517,0.001223517,0.000515165,0.678353886,0.762005298,26466375317,87042869360,0.7215,0.7405
CB,8/28/2022,0.564629781,25549191998,0.001223517,15529,0.629,0.569064331,0.540730247,0.000579561,0.000643956,0.000515165,0.001803078,1.001891121,0.678353886,75148502280,26466375317,0.621,0.7215
CB,9/4/2022,1.636945294,22180257022,0.000515165,15529,0.6705,0.569321914,0.540730247,0.001223517,0.000579561,0.001803078,0.000965935,0.564629781,1.001891121,25549191998,75148502280,0.629,0.621
CB,9/11/2022,1.539141786,36352102474,0.001803078,15529,0.607,0.569772683,0.541052225,0.000515165,0.001223517,0.000965935,0.000837143,1.636945294,0.564629781,22180257022,25549191998,0.6705,0.629
CB,9/18/2022,1.095656613,37646825042,0.000965935,15529,0.65,0.570223453,0.541696181,0.001803078,0.000515165,0.000837143,0.001159122,1.539141786,1.636945294,36352102474,22180257022,0.607,0.6705
CB,9/25/2022,2.844650477,79834281194,0.000837143,15529,0.689,0.570738618,0.542404533,0.000965935,0.001803078,0.001159122,0.000708352,1.095656613,1.539141786,37646825042,36352102474,0.65,0.607
CB,10/2/2022,1.415057615,90988884743,0.001159122,15529,0.568,0.570996201,0.54259772,0.000837143,0.000965935,0.000708352,0.001159122,2.844650477,1.095656613,79834281194,37646825042,0.689,0.65
CB,10/9/2022,0.629223314,25500203512,0.000708352,15529,0.7065,0.571640157,0.542855303,0.001159122,0.000837143,0.001159122,0.001094726,1.415057615,2.844650477,90988884743,79834281194,0.568,0.689
CM,4/24/2022,0.255362953,1450100.045,0.000691204,5787,1.1808,0.535337826,0.510281666,0.000518403,0.000172801,0.001728011,0.002764818,0.071485879,0.6738204,2112808.647,3466031.681,1.221,1.139
CM,5/1/2022,0.414614462,1450100.045,0.001728011,5787,1.8718,0.536029031,0.51097287,0.000691204,0.000518403,0.002764818,0.001382409,0.255362953,0.071485879,1450100.045,2112808.647,1.1808,1.221
CM,5/8/2022,4.635780537,4535109.489,0.002764818,5787,1.788,0.536201832,0.511145671,0.001728011,0.000691204,0.001382409,0.002419215,0.414614462,0.255362953,1450100.045,1450100.045,1.8718,1.1808
CM,5/15/2022,1.138308385,15749604.03,0.001382409,5787,1.859,0.536547434,0.511836876,0.002764818,0.001728011,0.002419215,0.001728011,4.635780537,0.414614462,4535109.489,1450100.045,1.788,1.8718
CM,5/22/2022,1.744174899,63970468.63,0.002419215,5787,1.2964,0.536893036,0.512355279,0.001382409,0.002764818,0.001728011,0.00155521,1.138308385,4.635780537,15749604.03,4535109.489,1.859,1.788
